consumer_number,family_members,working_members,ages,units_consumed,cost_per_unit,usage_hours,Power_Rating_W,Units_Consumed_Per_Hour_kWh,Base Tariff (cents/kWh),Final Per Unit Cost (cents/kWh),max_length,appliance_name_encoded,location_encoded,name_encoded,email_encoded,password_encoded,month_encoded,energy_consumption
85426,7,5,41,969,8,12.1,575,0.575,19.88,20.71,4,0,7,27,82,956,6,7752
85438,3,1,57,479,4,13.7,893.75,0.89375,12.38819176,13.37575637,5,17,2,380,415,961,7,1916
85438,3,1,57,479,4,5.3,893.75,0.89375,12.38819176,13.37575637,5,7,2,380,415,961,7,1916
85438,3,1,57,479,4,8.2,893.75,0.89375,12.38819176,13.37575637,5,11,2,380,415,961,7,1916
85438,3,1,57,479,4,0.8,893.75,0.89375,12.38819176,13.37575637,5,2,2,380,415,961,7,1916
85438,3,1,57,479,4,15.7,893.75,0.89375,12.38819176,13.37575637,5,9,2,380,415,961,7,1916
85557,1,0,57,345,8,14.6,362.5,0.3625,6.47,5.94,2,7,12,368,373,359,10,2760
85557,1,0,57,345,8,10.7,362.5,0.3625,6.47,5.94,2,16,12,368,373,359,10,2760
85660,1,1,25,350,5,2.4,530,0.53,10.18,7.99,2,5,6,210,216,791,1,1750
85660,1,1,25,350,5,1.8,530,0.53,10.18,7.99,2,3,6,210,216,791,1,1750
85767,7,1,50,137,6,2.8,528.3333333,0.528333333,19.88,20.71,4,2,7,427,469,269,3,822
85767,7,1,50,137,6,6.4,528.3333333,0.528333333,19.88,20.71,4,6,7,427,469,269,3,822
85767,7,1,50,137,6,13.8,528.3333333,0.528333333,19.88,20.71,4,10,7,427,469,269,3,822
85767,7,1,50,137,6,19.2,528.3333333,0.528333333,19.88,20.71,4,0,7,427,469,269,3,822
85909,3,1,38,789,9,5.9,243.75,0.24375,12.38819176,13.37575637,4,16,1,248,266,985,1,7101
85909,3,1,38,789,9,3.2,243.75,0.24375,12.38819176,13.37575637,4,12,1,248,266,985,1,7101
85909,3,1,38,789,9,7.7,243.75,0.24375,12.38819176,13.37575637,4,7,1,248,266,985,1,7101
85909,3,1,38,789,9,13.8,243.75,0.24375,12.38819176,13.37575637,4,13,1,248,266,985,1,7101
86068,7,2,48,143,6,8.9,1283.333333,1.283333333,19.88,20.71,5,9,7,836,895,930,4,858
86068,7,2,48,143,6,2.1,1283.333333,1.283333333,19.88,20.71,5,14,7,836,895,930,4,858
86068,7,2,48,143,6,4.3,1283.333333,1.283333333,19.88,20.71,5,16,7,836,895,930,4,858
86068,7,2,48,143,6,23.6,1283.333333,1.283333333,19.88,20.71,5,17,7,836,895,930,4,858
86068,7,2,48,143,6,8.6,1283.333333,1.283333333,19.88,20.71,5,0,7,836,895,930,4,858
86106,2,2,27,440,4,6.4,180,0.18,7.58,4.46,2,5,5,861,943,262,5,1760
86106,2,2,27,440,4,7.9,180,0.18,7.58,4.46,2,11,5,861,943,262,5,1760
86125,5,5,38,763,6,3.8,836.6666667,0.836666667,7.58,4.46,5,3,5,415,451,364,3,4578
86125,5,5,38,763,6,11.8,836.6666667,0.836666667,7.58,4.46,5,10,5,415,451,364,3,4578
86125,5,5,38,763,6,7.9,836.6666667,0.836666667,7.58,4.46,5,6,5,415,451,364,3,4578
86125,5,5,38,763,6,18.3,836.6666667,0.836666667,7.58,4.46,5,8,5,415,451,364,3,4578
86125,5,5,38,763,6,8,836.6666667,0.836666667,7.58,4.46,5,0,5,415,451,364,3,4578
86127,5,3,40,904,6,13.2,741.6666667,0.741666667,12.38819176,13.37575637,3,4,13,641,635,309,1,5424
86127,5,3,40,904,6,18.1,741.6666667,0.741666667,12.38819176,13.37575637,3,16,13,641,635,309,1,5424
86127,5,3,40,904,6,19.1,741.6666667,0.741666667,12.38819176,13.37575637,3,2,13,641,635,309,1,5424
86184,3,0,46,723,8,1.1,80,0.08,12.38819176,13.37575637,2,13,13,335,396,300,7,5784
86184,3,0,46,723,8,14.4,80,0.08,12.38819176,13.37575637,2,5,13,335,396,300,7,5784
86260,6,1,44,118,7,0.7,825,0.825,12.38819176,13.37575637,2,6,4,461,499,996,11,826
86260,6,1,44,118,7,22.4,825,0.825,12.38819176,13.37575637,2,12,4,461,499,996,11,826
86283,5,2,37,502,9,6.7,42.5,0.0425,6.47,5.94,2,10,12,451,505,991,0,4518
86283,5,2,37,502,9,19,42.5,0.0425,6.47,5.94,2,2,12,451,505,991,0,4518
86286,3,2,13,195,8,15.8,755,0.755,10.18,7.99,2,6,6,785,825,982,7,1560
86286,3,2,13,195,8,12.7,755,0.755,10.18,7.99,2,8,6,785,825,982,7,1560
86348,8,0,57,604,6,19,378.3333333,0.378333333,14.51,20.77,4,15,8,482,516,514,9,3624
86348,8,0,57,604,6,12.4,378.3333333,0.378333333,14.51,20.77,4,5,8,482,516,514,9,3624
86348,8,0,57,604,6,4.5,378.3333333,0.378333333,14.51,20.77,4,7,8,482,516,514,9,3624
86348,8,0,57,604,6,13.1,378.3333333,0.378333333,14.51,20.77,4,3,8,482,516,514,9,3624
86359,7,1,59,932,7,11.4,787.5,0.7875,12.38819176,13.37575637,3,2,10,471,548,77,5,6524
86359,7,1,59,932,7,4.8,787.5,0.7875,12.38819176,13.37575637,3,4,10,471,548,77,5,6524
86359,7,1,59,932,7,8.7,787.5,0.7875,12.38819176,13.37575637,3,0,10,471,548,77,5,6524
86493,6,3,44,640,6,2.9,355,0.355,19.88,20.71,2,16,7,69,87,669,10,3840
86493,6,3,44,640,6,10.4,355,0.355,19.88,20.71,2,5,7,69,87,669,10,3840
86601,8,6,38,764,9,3.3,900,0.9,12.38819176,13.37575637,2,1,13,838,898,659,0,6876
86601,8,6,38,764,9,14.9,900,0.9,12.38819176,13.37575637,2,11,13,838,898,659,0,6876
86718,1,0,94,942,10,5.6,754,0.754,12.38819176,13.37575637,5,14,4,21,20,13,1,9420
86718,1,0,94,942,10,15.4,754,0.754,12.38819176,13.37575637,5,6,4,21,20,13,1,9420
86718,1,0,94,942,10,9.9,754,0.754,12.38819176,13.37575637,5,15,4,21,20,13,1,9420
86718,1,0,94,942,10,23,754,0.754,12.38819176,13.37575637,5,5,4,21,20,13,1,9420
86718,1,0,94,942,10,2.9,754,0.754,12.38819176,13.37575637,5,8,4,21,20,13,1,9420
86741,4,2,21,323,7,17.1,725,0.725,7.58,4.46,5,3,5,145,164,423,8,2261
86741,4,2,21,323,7,1.1,725,0.725,7.58,4.46,5,11,5,145,164,423,8,2261
86741,4,2,21,323,7,1.4,725,0.725,7.58,4.46,5,4,5,145,164,423,8,2261
86741,4,2,21,323,7,16.9,725,0.725,7.58,4.46,5,1,5,145,164,423,8,2261
86741,4,2,21,323,7,9.4,725,0.725,7.58,4.46,5,13,5,145,164,423,8,2261
86741,4,1,42,780,9,13.1,840,0.84,8.09,6.3,5,10,0,154,183,538,10,7020
86741,4,1,42,780,9,23.1,840,0.84,8.09,6.3,5,8,0,154,183,538,10,7020
86741,4,1,42,780,9,9.7,840,0.84,8.09,6.3,5,4,0,154,183,538,10,7020
86741,4,1,42,780,9,9.4,840,0.84,8.09,6.3,5,16,0,154,183,538,10,7020
86741,4,1,42,780,9,9.4,840,0.84,8.09,6.3,5,14,0,154,183,538,10,7020
86800,4,4,42,831,7,20.1,537.5,0.5375,19.88,20.71,3,3,7,596,699,238,5,5817
86800,4,4,42,831,7,3.6,537.5,0.5375,19.88,20.71,3,7,7,596,699,238,5,5817
86800,4,4,42,831,7,7.9,537.5,0.5375,19.88,20.71,3,0,7,596,699,238,5,5817
86851,8,7,46,904,10,23.7,836.6666667,0.836666667,13.99,18.57,3,4,9,400,430,128,11,9040
86851,8,7,46,904,10,14.8,836.6666667,0.836666667,13.99,18.57,3,8,9,400,430,128,11,9040
86851,8,7,46,904,10,22.5,836.6666667,0.836666667,13.99,18.57,3,3,9,400,430,128,11,9040
86867,1,0,21,392,10,10,370,0.37,8.09,6.3,4,10,0,818,848,977,11,3920
86867,1,0,21,392,10,17.1,370,0.37,8.09,6.3,4,8,0,818,848,977,11,3920
86867,1,0,21,392,10,8.3,370,0.37,8.09,6.3,4,13,0,818,848,977,11,3920
86867,1,0,21,392,10,19.5,370,0.37,8.09,6.3,4,3,0,818,848,977,11,3920
87038,4,4,41,485,7,13.1,856.25,0.85625,12.38819176,13.37575637,4,6,1,435,488,249,9,3395
87038,4,4,41,485,7,13.8,856.25,0.85625,12.38819176,13.37575637,4,2,1,435,488,249,9,3395
87038,4,4,41,485,7,5.4,856.25,0.85625,12.38819176,13.37575637,4,16,1,435,488,249,9,3395
87038,4,4,41,485,7,11.9,856.25,0.85625,12.38819176,13.37575637,4,9,1,435,488,249,9,3395
87039,8,6,40,606,5,18.7,1140,1.14,12.38819176,13.37575637,4,17,1,869,923,314,2,3030
87039,8,6,40,606,5,9.3,1140,1.14,12.38819176,13.37575637,4,1,1,869,923,314,2,3030
87039,8,6,40,606,5,20.3,1140,1.14,12.38819176,13.37575637,4,3,1,869,923,314,2,3030
87039,8,6,40,606,5,7.8,1140,1.14,12.38819176,13.37575637,4,5,1,869,923,314,2,3030
87049,8,2,33,420,6,19.4,224,0.224,10.18,7.99,5,16,6,931,995,807,7,2520
87049,8,2,33,420,6,18.6,224,0.224,10.18,7.99,5,8,6,931,995,807,7,2520
87049,8,2,33,420,6,17.9,224,0.224,10.18,7.99,5,5,6,931,995,807,7,2520
87049,8,2,33,420,6,10.4,224,0.224,10.18,7.99,5,13,6,931,995,807,7,2520
87049,8,2,33,420,6,9.7,224,0.224,10.18,7.99,5,11,6,931,995,807,7,2520
87062,7,2,55,825,10,23.8,453.3333333,0.453333333,13.99,18.57,3,5,9,505,510,442,5,8250
87062,7,2,55,825,10,10.7,453.3333333,0.453333333,13.99,18.57,3,13,9,505,510,442,5,8250
87062,7,2,55,825,10,5,453.3333333,0.453333333,13.99,18.57,3,14,9,505,510,442,5,8250
87104,1,0,45,157,4,17.7,35,0.035,13.99,18.57,2,5,9,122,98,358,11,628
87104,1,0,45,157,4,20,35,0.035,13.99,18.57,2,8,9,122,98,358,11,628
87129,5,1,51,837,4,22.2,817.5,0.8175,8.09,6.3,4,5,0,838,843,975,10,3348
87129,5,1,51,837,4,8.2,817.5,0.8175,8.09,6.3,4,10,0,838,843,975,10,3348
87129,5,1,51,837,4,11.3,817.5,0.8175,8.09,6.3,4,17,0,838,843,975,10,3348
87129,5,1,51,837,4,19.6,817.5,0.8175,8.09,6.3,4,14,0,838,843,975,10,3348
87259,1,0,3,115,4,0.7,391.6666667,0.391666667,12.38819176,13.37575637,3,15,10,627,645,121,8,460
87259,1,0,3,115,4,18.1,391.6666667,0.391666667,12.38819176,13.37575637,3,13,10,627,645,121,8,460
87259,1,0,3,115,4,7,391.6666667,0.391666667,12.38819176,13.37575637,3,7,10,627,645,121,8,460
87292,5,2,56,820,9,8.3,731.25,0.73125,12.38819176,13.37575637,5,14,1,370,355,410,11,7380
87292,5,2,56,820,9,6.9,731.25,0.73125,12.38819176,13.37575637,5,4,1,370,355,410,11,7380
87292,5,2,56,820,9,11.9,731.25,0.73125,12.38819176,13.37575637,5,12,1,370,355,410,11,7380
87292,5,2,56,820,9,10.7,731.25,0.73125,12.38819176,13.37575637,5,7,1,370,355,410,11,7380
87292,5,2,56,820,9,8,731.25,0.73125,12.38819176,13.37575637,5,6,1,370,355,410,11,7380
87357,3,2,43,536,5,6.1,550,0.55,8.09,6.3,2,3,0,38,12,816,11,2680
87357,3,2,43,536,5,14.1,550,0.55,8.09,6.3,2,13,0,38,12,816,11,2680
87474,4,4,28,707,5,5,506.25,0.50625,10.98,14.63,4,2,3,91,133,627,9,3535
87474,4,4,28,707,5,12,506.25,0.50625,10.98,14.63,4,14,3,91,133,627,9,3535
87474,4,4,28,707,5,11,506.25,0.50625,10.98,14.63,4,13,3,91,133,627,9,3535
87474,4,4,28,707,5,15.4,506.25,0.50625,10.98,14.63,4,16,3,91,133,627,9,3535
87634,8,0,61,295,9,23.9,952.5,0.9525,10.98,14.63,4,8,3,190,157,836,5,2655
87634,8,0,61,295,9,8.6,952.5,0.9525,10.98,14.63,4,17,3,190,157,836,5,2655
87634,8,0,61,295,9,7.3,952.5,0.9525,10.98,14.63,4,6,3,190,157,836,5,2655
87634,8,0,61,295,9,10.4,952.5,0.9525,10.98,14.63,4,11,3,190,157,836,5,2655
87639,7,6,41,674,10,10.2,1070,1.07,6.47,5.94,5,17,12,449,487,592,6,6740
87639,7,6,41,674,10,3.4,1070,1.07,6.47,5.94,5,9,12,449,487,592,6,6740
87639,7,6,41,674,10,5.4,1070,1.07,6.47,5.94,5,10,12,449,487,592,6,6740
87639,7,6,41,674,10,21,1070,1.07,6.47,5.94,5,0,12,449,487,592,6,6740
87639,7,6,41,674,10,23.9,1070,1.07,6.47,5.94,5,0,12,449,487,592,6,6740
87663,4,2,59,681,8,13.6,620,0.62,14.51,20.77,4,10,8,873,911,873,5,5448
87663,4,2,59,681,8,12.1,620,0.62,14.51,20.77,4,14,8,873,911,873,5,5448
87663,4,2,59,681,8,2,620,0.62,14.51,20.77,4,9,8,873,911,873,5,5448
87663,4,2,59,681,8,12.8,620,0.62,14.51,20.77,4,16,8,873,911,873,5,5448
87683,7,1,48,205,5,23.1,856.25,0.85625,19.88,20.71,4,17,7,6,17,235,0,1025
87683,7,1,48,205,5,20.5,856.25,0.85625,19.88,20.71,4,12,7,6,17,235,0,1025
87683,7,1,48,205,5,1.3,856.25,0.85625,19.88,20.71,4,14,7,6,17,235,0,1025
87683,7,1,48,205,5,21.1,856.25,0.85625,19.88,20.71,4,2,7,6,17,235,0,1025
87751,4,2,44,919,4,15.2,1750,1.75,12.38819176,13.37575637,2,17,10,177,198,224,8,3676
87751,4,2,44,919,4,18.5,1750,1.75,12.38819176,13.37575637,2,6,10,177,198,224,8,3676
87824,5,2,67,594,4,19,1200,1.2,12.38819176,13.37575637,4,17,10,643,659,687,2,2376
87824,5,2,67,594,4,2.4,1200,1.2,12.38819176,13.37575637,4,4,10,643,659,687,2,2376
87824,5,2,67,594,4,3.9,1200,1.2,12.38819176,13.37575637,4,13,10,643,659,687,2,2376
87824,5,2,67,594,4,14.4,1200,1.2,12.38819176,13.37575637,4,0,10,643,659,687,2,2376
88008,6,0,36,531,6,10.3,920,0.92,10.18,7.99,4,5,6,396,402,29,1,3186
88008,6,0,36,531,6,3.7,920,0.92,10.18,7.99,4,14,6,396,402,29,1,3186
88008,6,0,36,531,6,1.3,920,0.92,10.18,7.99,4,1,6,396,402,29,1,3186
88008,6,0,36,531,6,13.7,920,0.92,10.18,7.99,4,6,6,396,402,29,1,3186
88015,2,1,64,131,4,18.7,962,0.962,8.09,6.3,5,8,0,765,814,847,4,524
88015,2,1,64,131,4,16,962,0.962,8.09,6.3,5,4,0,765,814,847,4,524
88015,2,1,64,131,4,21.3,962,0.962,8.09,6.3,5,17,0,765,814,847,4,524
88015,2,1,64,131,4,15.1,962,0.962,8.09,6.3,5,13,0,765,814,847,4,524
88015,2,1,64,131,4,14.4,962,0.962,8.09,6.3,5,14,0,765,814,847,4,524
88131,2,0,45,755,8,19.6,790,0.79,19.88,20.71,4,15,7,604,629,803,9,6040
88131,2,0,45,755,8,9.5,790,0.79,19.88,20.71,4,6,7,604,629,803,9,6040
88131,2,0,45,755,8,8.8,790,0.79,19.88,20.71,4,10,7,604,629,803,9,6040
88131,2,0,45,755,8,0.6,790,0.79,19.88,20.71,4,16,7,604,629,803,9,6040
88337,7,2,50,822,4,4.7,1233.333333,1.233333333,12.38819176,13.37575637,3,1,2,405,398,119,11,3288
88337,7,2,50,822,4,14.3,1233.333333,1.233333333,12.38819176,13.37575637,3,15,2,405,398,119,11,3288
88337,7,2,50,822,4,16.3,1233.333333,1.233333333,12.38819176,13.37575637,3,9,2,405,398,119,11,3288
88348,8,4,35,981,4,9.4,1500,1.5,13.99,18.57,2,4,9,3,85,429,8,3924
88348,8,4,35,981,4,3.9,1500,1.5,13.99,18.57,2,6,9,3,85,429,8,3924
88389,6,4,38,194,10,6.9,547,0.547,6.47,5.94,5,1,12,905,970,243,7,1940
88389,6,4,38,194,10,6.4,547,0.547,6.47,5.94,5,13,12,905,970,243,7,1940
88389,6,4,38,194,10,13.9,547,0.547,6.47,5.94,5,15,12,905,970,243,7,1940
88389,6,4,38,194,10,7.8,547,0.547,6.47,5.94,5,5,12,905,970,243,7,1940
88389,6,4,38,194,10,8,547,0.547,6.47,5.94,5,2,12,905,970,243,7,1940
88483,7,0,34,417,7,18.2,787.5,0.7875,12.38819176,13.37575637,3,4,10,56,38,202,9,2919
88483,7,0,34,417,7,19.2,787.5,0.7875,12.38819176,13.37575637,3,2,10,56,38,202,9,2919
88483,7,0,34,417,7,6.8,787.5,0.7875,12.38819176,13.37575637,3,0,10,56,38,202,9,2919
88571,8,4,51,364,6,22.5,487,0.487,7.58,4.46,5,9,5,417,446,183,8,2184
88571,8,4,51,364,6,11.9,487,0.487,7.58,4.46,5,2,5,417,446,183,8,2184
88571,8,4,51,364,6,17,487,0.487,7.58,4.46,5,12,5,417,446,183,8,2184
88571,8,4,51,364,6,23.1,487,0.487,7.58,4.46,5,15,5,417,446,183,8,2184
88571,8,4,51,364,6,11.9,487,0.487,7.58,4.46,5,10,5,417,446,183,8,2184
88620,8,5,32,164,5,13.4,558.75,0.55875,12.38819176,13.37575637,5,2,2,152,170,74,1,820
88620,8,5,32,164,5,10,558.75,0.55875,12.38819176,13.37575637,5,1,2,152,170,74,1,820
88620,8,5,32,164,5,11.6,558.75,0.55875,12.38819176,13.37575637,5,10,2,152,170,74,1,820
88620,8,5,32,164,5,1.6,558.75,0.55875,12.38819176,13.37575637,5,16,2,152,170,74,1,820
88620,8,5,32,164,5,21.6,558.75,0.55875,12.38819176,13.37575637,5,0,2,152,170,74,1,820
88625,7,5,44,439,7,13,1500,1.5,14.51,20.77,3,6,8,770,791,711,0,3073
88625,7,5,44,439,7,13.9,1500,1.5,14.51,20.77,3,4,8,770,791,711,0,3073
88625,7,5,44,439,7,19.8,1500,1.5,14.51,20.77,3,0,8,770,791,711,0,3073
88654,8,2,40,884,9,3.8,825,0.825,10.98,14.63,4,4,3,100,93,247,4,7956
88654,8,2,40,884,9,6.2,825,0.825,10.98,14.63,4,12,3,100,93,247,4,7956
88654,8,2,40,884,9,5.5,825,0.825,10.98,14.63,4,16,3,100,93,247,4,7956
88654,8,2,40,884,9,18.6,825,0.825,10.98,14.63,4,3,3,100,93,247,4,7956
88706,3,1,28,120,9,2.5,458.3333333,0.458333333,12.38819176,13.37575637,3,9,13,295,290,135,1,1080
88706,3,1,28,120,9,18.6,458.3333333,0.458333333,12.38819176,13.37575637,3,13,13,295,290,135,1,1080
88706,3,1,28,120,9,13.6,458.3333333,0.458333333,12.38819176,13.37575637,3,7,13,295,290,135,1,1080
88721,4,1,56,635,4,4.8,1100,1.1,12.38819176,13.37575637,2,9,4,225,232,992,10,2540
88721,4,1,56,635,4,15.7,1100,1.1,12.38819176,13.37575637,2,15,4,225,232,992,10,2540
88733,4,3,37,533,5,14.7,862.5,0.8625,12.38819176,13.37575637,4,15,13,457,463,577,1,2665
88733,4,3,37,533,5,16,862.5,0.8625,12.38819176,13.37575637,4,11,13,457,463,577,1,2665
88733,4,3,37,533,5,11.3,862.5,0.8625,12.38819176,13.37575637,4,17,13,457,463,577,1,2665
88733,4,3,37,533,5,5.1,862.5,0.8625,12.38819176,13.37575637,4,12,13,457,463,577,1,2665
88741,7,6,36,160,4,7.6,762,0.762,16.94,18.06,5,13,11,54,73,912,9,640
88741,7,6,36,160,4,22.1,762,0.762,16.94,18.06,5,1,11,54,73,912,9,640
88741,7,6,36,160,4,15.8,762,0.762,16.94,18.06,5,3,11,54,73,912,9,640
88741,7,6,36,160,4,1.2,762,0.762,16.94,18.06,5,10,11,54,73,912,9,640
88741,7,6,36,160,4,6.8,762,0.762,16.94,18.06,5,14,11,54,73,912,9,640
88928,8,0,43,605,5,1.4,105,0.105,12.38819176,13.37575637,2,12,4,625,644,920,3,3025
88928,8,0,43,605,5,23,105,0.105,12.38819176,13.37575637,2,5,4,625,644,920,3,3025
89007,5,3,36,328,10,6.6,862.5,0.8625,16.94,18.06,5,15,11,827,873,365,3,3280
89007,5,3,36,328,10,9.4,862.5,0.8625,16.94,18.06,5,11,11,827,873,365,3,3280
89007,5,3,36,328,10,17.9,862.5,0.8625,16.94,18.06,5,12,11,827,873,365,3,3280
89007,5,3,36,328,10,23.6,862.5,0.8625,16.94,18.06,5,17,11,827,873,365,3,3280
89007,5,3,36,328,10,6.3,862.5,0.8625,16.94,18.06,5,0,11,827,873,365,3,3280
89080,4,1,42,474,10,17,747,0.747,10.98,14.63,5,4,3,777,812,714,5,4740
89080,4,1,42,474,10,17.2,747,0.747,10.98,14.63,5,5,3,777,812,714,5,4740
89080,4,1,42,474,10,20.7,747,0.747,10.98,14.63,5,7,3,777,812,714,5,4740
89080,4,1,42,474,10,16.8,747,0.747,10.98,14.63,5,17,3,777,812,714,5,4740
89080,4,1,42,474,10,21.8,747,0.747,10.98,14.63,5,13,3,777,812,714,5,4740
89119,4,3,29,507,10,2.4,1075,1.075,10.98,14.63,2,12,3,725,783,35,8,5070
89119,4,3,29,507,10,17.5,1075,1.075,10.98,14.63,2,17,3,725,783,35,8,5070
89197,7,2,56,441,9,6,583.75,0.58375,12.38819176,13.37575637,5,5,1,714,752,516,4,3969
89197,7,2,56,441,9,10.9,583.75,0.58375,12.38819176,13.37575637,5,2,1,714,752,516,4,3969
89197,7,2,56,441,9,5.5,583.75,0.58375,12.38819176,13.37575637,5,3,1,714,752,516,4,3969
89197,7,2,56,441,9,14.7,583.75,0.58375,12.38819176,13.37575637,5,9,1,714,752,516,4,3969
89197,7,2,56,441,9,21.1,583.75,0.58375,12.38819176,13.37575637,5,15,1,714,752,516,4,3969
89201,4,3,48,675,10,13.1,725,0.725,14.51,20.77,5,3,8,441,462,729,10,6750
89201,4,3,48,675,10,23,725,0.725,14.51,20.77,5,11,8,441,462,729,10,6750
89201,4,3,48,675,10,1,725,0.725,14.51,20.77,5,13,8,441,462,729,10,6750
89201,4,3,48,675,10,1.5,725,0.725,14.51,20.77,5,1,8,441,462,729,10,6750
89201,4,3,48,675,10,20.6,725,0.725,14.51,20.77,5,0,8,441,462,729,10,6750
89369,5,3,35,895,4,22.3,1050,1.05,8.09,6.3,4,12,0,632,709,543,5,3580
89369,5,3,35,895,4,13.8,1050,1.05,8.09,6.3,4,15,0,632,709,543,5,3580
89369,5,3,35,895,4,22.4,1050,1.05,8.09,6.3,4,17,0,632,709,543,5,3580
89369,5,3,35,895,4,8.7,1050,1.05,8.09,6.3,4,0,0,632,709,543,5,3580
89748,4,2,66,911,6,8.4,411.25,0.41125,13.99,18.57,4,5,9,561,579,301,0,5466
89748,4,2,66,911,6,21,411.25,0.41125,13.99,18.57,4,10,9,561,579,301,0,5466
89748,4,2,66,911,6,10.3,411.25,0.41125,13.99,18.57,4,7,9,561,579,301,0,5466
89748,4,2,66,911,6,6.5,411.25,0.41125,13.99,18.57,4,4,9,561,579,301,0,5466
89947,8,7,30,318,6,18.7,754,0.754,12.38819176,13.37575637,5,8,4,787,807,471,7,1908
89947,8,7,30,318,6,15,754,0.754,12.38819176,13.37575637,5,5,4,787,807,471,7,1908
89947,8,7,30,318,6,14.3,754,0.754,12.38819176,13.37575637,5,15,4,787,807,471,7,1908
89947,8,7,30,318,6,12.8,754,0.754,12.38819176,13.37575637,5,4,4,787,807,471,7,1908
89947,8,7,30,318,6,17.4,754,0.754,12.38819176,13.37575637,5,14,4,787,807,471,7,1908
89977,7,1,47,441,6,0.9,1566.666667,1.566666667,12.38819176,13.37575637,5,9,1,479,506,197,7,2646
89977,7,1,47,441,6,13.9,1566.666667,1.566666667,12.38819176,13.37575637,5,6,1,479,506,197,7,2646
89977,7,1,47,441,6,5.8,1566.666667,1.566666667,12.38819176,13.37575637,5,17,1,479,506,197,7,2646
89977,7,1,47,441,6,21.6,1566.666667,1.566666667,12.38819176,13.37575637,5,4,1,479,506,197,7,2646
89977,7,1,47,441,6,0.8,1566.666667,1.566666667,12.38819176,13.37575637,5,0,1,479,506,197,7,2646
90021,5,0,61,281,9,10,625,0.625,12.38819176,13.37575637,4,11,2,524,575,60,3,2529
90021,5,0,61,281,9,23.7,625,0.625,12.38819176,13.37575637,4,1,2,524,575,60,3,2529
90021,5,0,61,281,9,8.8,625,0.625,12.38819176,13.37575637,4,2,2,524,575,60,3,2529
90021,5,0,61,281,9,12.5,625,0.625,12.38819176,13.37575637,4,0,2,524,575,60,3,2529
90103,5,1,59,903,6,14.6,900,0.9,12.38819176,13.37575637,2,11,1,355,392,732,3,5418
90103,5,1,59,903,6,4.2,900,0.9,12.38819176,13.37575637,2,6,1,355,392,732,3,5418
90117,6,5,39,316,9,5.7,1037.5,1.0375,14.51,20.77,2,2,8,762,826,651,0,2844
90117,6,5,39,316,9,5.3,1037.5,1.0375,14.51,20.77,2,17,8,762,826,651,0,2844
90175,2,0,61,405,6,10.6,1350,1.35,7.58,4.46,2,14,5,158,189,551,8,2430
90175,2,0,61,405,6,16.2,1350,1.35,7.58,4.46,2,4,5,158,189,551,8,2430
90290,5,0,21,642,5,8.6,856.25,0.85625,16.94,18.06,4,2,11,500,545,520,11,3210
90290,5,0,21,642,5,15.8,856.25,0.85625,16.94,18.06,4,1,11,500,545,520,11,3210
90290,5,0,21,642,5,10.9,856.25,0.85625,16.94,18.06,4,9,11,500,545,520,11,3210
90290,5,0,21,642,5,23.4,856.25,0.85625,16.94,18.06,4,16,11,500,545,520,11,3210
90326,5,4,29,465,7,9,715,0.715,12.38819176,13.37575637,4,1,2,507,549,453,5,3255
90326,5,4,29,465,7,2.5,715,0.715,12.38819176,13.37575637,4,14,2,507,549,453,5,3255
90326,5,4,29,465,7,3.6,715,0.715,12.38819176,13.37575637,4,12,2,507,549,453,5,3255
90326,5,4,29,465,7,16.9,715,0.715,12.38819176,13.37575637,4,10,2,507,549,453,5,3255
90348,5,2,65,685,6,19.6,417.5,0.4175,13.99,18.57,4,13,9,652,640,950,5,4110
90348,5,2,65,685,6,21.5,417.5,0.4175,13.99,18.57,4,5,9,652,640,950,5,4110
90348,5,2,65,685,6,14,417.5,0.4175,13.99,18.57,4,1,9,652,640,950,5,4110
90348,5,2,65,685,6,19.4,417.5,0.4175,13.99,18.57,4,8,9,652,640,950,5,4110
90458,7,1,36,940,6,22.4,755,0.755,12.38819176,13.37575637,2,10,10,503,528,579,1,5640
90458,7,1,36,940,6,12.5,755,0.755,12.38819176,13.37575637,2,1,10,503,528,579,1,5640
90477,1,0,83,554,10,15.1,1350,1.35,16.94,18.06,2,1,11,393,420,686,2,5540
90477,1,0,83,554,10,10.3,1350,1.35,16.94,18.06,2,14,11,393,420,686,2,5540
90663,3,1,34,108,8,4.5,361.6666667,0.361666667,12.38819176,13.37575637,4,2,2,791,846,116,6,864
90663,3,1,34,108,8,22.1,361.6666667,0.361666667,12.38819176,13.37575637,4,7,2,791,846,116,6,864
90663,3,1,34,108,8,6.1,361.6666667,0.361666667,12.38819176,13.37575637,4,10,2,791,846,116,6,864
90663,3,1,34,108,8,4.4,361.6666667,0.361666667,12.38819176,13.37575637,4,15,2,791,846,116,6,864
90842,4,0,67,366,5,1.7,87.5,0.0875,12.38819176,13.37575637,2,13,13,740,773,909,5,1830
90842,4,0,67,366,5,1.1,87.5,0.0875,12.38819176,13.37575637,2,2,13,740,773,909,5,1830
90888,8,3,61,230,4,20.4,48.33333333,0.048333333,12.38819176,13.37575637,4,5,2,575,609,532,10,920
90888,8,3,61,230,4,3.1,48.33333333,0.048333333,12.38819176,13.37575637,4,8,2,575,609,532,10,920
90888,8,3,61,230,4,5.2,48.33333333,0.048333333,12.38819176,13.37575637,4,2,2,575,609,532,10,920
